question,choices,answer
"Electron is derived from the Greek name elektron which means","[""huge"",""tiny"",""particle"",""amber""]",3
"Electric charge of neutron is the same as","[""proton"",""electron"",""current"",""atom""]",3
"In an atomic structure, what particle that has no charge and therefore has no effect on its atomic charge","[""electrons"",""protons"",""neutrons"",""nucleons""]",2
"The atomic number of an element is determined by the number of","[""electrons"",""valence electrons"",""protons"",""protons or neutrons""]",2
"The atomic weight of an element is determined by the number of","[""electrons"",""valence electrons"",""protons"",""protons and neutrons""]",3
"If an element has an atomic number of 12, there are how many protons and electrons?","[""6 protons and 12 electrons"",""12 protons and 6 electrons"",""12 protons and 12 electrons"",""12 protons and 24 electrons""]",2
"Suppose there is an atom containing eight protons and eight neutrons in the nucleus, and two neutron are added to the nucleus, the resulting atomic weight is about","[""8"",""10"",""16"",""18""]",3
"It is composed of a series of energy levels containing the valence electrons.","[""conduction band"",""forbidden band"",""side band"",""valence band""]",3
"Electrons at the conduction band are called","[""free electrons"",""valence electrons"",""deep state electrons"",""shallow state electrons""]",0
"_____________ are electrons at the outer shell","[""Inside shell electrons"",""Conductor electrons"",""Outside shell electrons"",""Valence electrons""]",3
"Electrons at the outermost shell are called","[""free electrons"",""valence electrons"",""deep state electrons"",""shallow state electrons""]",1
"Which material has more free electrons?","[""Conductor"",""insulators"",""mica"",""dielectric""]",0
"Which material has the least number of valence electrons?","[""conductor"",""semiconductor"",""insulator"",""semi-insulator""]",0
"What elements possess four valence electrons?","[""Insulators"",""Semi-insulators"",""Semiconductors"",""Conductors""]",2
"A good conductor has how many valence electrons?","[""1"",""2"",""4"",""8""]",0
"Materials that might have eight valence electrons","[""conductor"",""insulator"",""semiconductor"",""semi-insulator""]",1
"An insulating element or material has capability of _________.","[""conducting large current"",""storing voltage"",""storing high current"",""preventing short circuit between two conducting wires""]",3
"A law of nature makes certain materials tend to form combinations that will make them stable. How many electrons in the valence orbit are needed to give stability?","[""1"",""2"",""4"",""8""]",3
"Determine which statement is true?","[""The current carriers in conductors are protons."",""The current carriers in conductors are valence electrons."",""Valence and inner electrons are the carriers in conductors."",""Valence electrons are not the ones that become free electrons.""]",1
"A material that contains an abundance of free carrier is called","[""insulator"",""semi-insulator"",""conductor"",""semiconductor""]",2
"From the combined energy-gap diagram, which material has the smallest energy gap between valence band and the conduction band?","[""conductor"",""semiconductor"",""super conductor"",""insulator""]",0
"__________ has a unit of electronvolt(eV).","[""Charge"",""Potential difference"",""Energy"",""Current""]",2
"The difference in energy between the valence and conduction bands of a semiconductor is called","[""band gap"",""extrinsict photoeffect"",""conductivity"",""energy density""]",0
"The energy gap between the valence band and conduction band of a conductor is in the order of","[""zero electron volt (0 eV)"",""one electron volt (1 eV)"",""five electron volt (5 eV)"",""ten electron volt (10 eV)""]",0
"The energy gap of an insulator is in the order of","[""zero electron volt (0 eV)"",""one electron volt (1 eV)"",""five electron volt (5 eV)"",""one-tenth electron volt (0.1 eV)""]",2
"In materials, what do you call the region that separates the valence and conduction bands?","[""energy gap"",""forbidden band"",""insulation band"",""energy gap or forbidden band""]",3
"What do you call the potential required to remove a valence electron?","[""valence potential"",""threshold potential"",""critical potential"",""ionization potential""]",3
"A factor that does not affect the resistance of the material.","[""atomic structure"",""mass"",""length"",""cross-sectional area""]",1
"Copper atom has how many protons?","[""1"",""4"",""8"",""29""]",3
"What will happen to an atom if an electron is either taken out or taken into the same atom?","[""Becomes negative ion"",""Becomes positive ion"",""Becomes an ion"",""Nothing will happen""]",2
"When an atom gains an additional _________, it results to a negative ion.","[""neutron"",""proton"",""electron"",""atom""]",2
"An electrical insulator can be made a conductor by","[""ionizing"",""electroplating"",""oxidizing"",""metalization""]",0
"Refers to the lowest voltage across any insulator that can cause current flow.","[""conduction voltage"",""breakdown voltage"",""voltage flow"",""voltage drop""]",1
"Dielectric is another name for","[""conductor"",""semiconductor"",""insulator"",""semi-insulator""]",2
"When all atoms of a molecule are the same, the substance is called","[""a crystal"",""an element"",""a compound"",""an ion""]",1
"An isotope","[""has a negative charge"",""has a positive charge"",""might have either positive or negative charge"",""is neutral""]",3
"Isotope means, the same element but with different number of","[""electrons"",""neutrons"",""protons"",""atoms""]",1
"The particles that make up the lattice in ionic crystal","[""molecules"",""ions"",""electrons"",""neutrons""]",2
"A structure for solids in which the position of atoms are predetermined","[""Crystalline"",""Polycrystalline"",""Lattice"",""Non-Crystalline""]",0
"A solid, which has no defined crystal structure.","[""Crystalline"",""Non-crystalline"",""Amorphous"",""Non-crystalline or Amorphous""]",3
"States that each electron in an atom must have a different set of quantum numbers.","[""Quantum principle"",""Fermi-Dirac principle"",""Spin principle"",""Exclusion principle""]",3
"Given an atomic structure of a certain material, what data can you determine out from it?","[""atomic number"",""atomic mass"",""the number of protons and electrons"",""all of the above""]",3
"Ideally, all atoms have the same number of positively charged protons and negatively charged electrons, and is therefore considered as","[""electrically neutral"",""physically stable"",""magnetically aligned"",""technically rigid""]",0
"When the charge of an atom becomes unbalanced, the atom is said to carry","[""Electric charge"",""Magnetic charge"",""Electromagnetic charge"",""Electrical current""]",0
"A charged atom is also known as","[""ion"",""anion"",""cation"",""domain""]",0
"An atom or group of atoms that carries a net electric charge is called","[""ion"",""anion"",""cation"",""domain""]",0
"A negative ion results when an atom","[""loss some of its inside electrons"",""loss some of its valence electrons"",""gains additional electron"",""gains additional proton""]",2
"A positive ion has","[""excess of electrons"",""excess of neutrons"",""lack of electrons"",""lack of protons""]",2
"What do you call a positively charged ion?","[""cathode"",""anion"",""cation"",""domain""]",2
"What do you call a negatively charged ion?","[""electron"",""anion"",""cation"",""domain""]",1
"__________ is the procedure by which an atom is given a net charge by adding or taking away electron.","[""Polarization"",""Irradiation"",""Ionization"",""Doping""]",2
"Is a process by which an atom is constantly losing and then regaining electrons?","[""oxidation"",""passivation"",""metallization"",""ionization""]",3
"The process in which atoms are changed into ions.","[""oxidation"",""passivation"",""metallization"",""ionization""]",3
"Gases with charged particles.","[""inert"",""plasma"",""conductive"",""reactive""]",1
"One Coulomb of charge has how many electrons?","[""6.24 x 10^18 electrons"",""6.24 x 10^19 electrons"",""62.4 x 10^18 electrons"",""62.4 x 10^19 electrons""]",0
"Coulomb is the SI unit of charge, how about in cgs?","[""Statcoulomb"",""electron volt"",""electron unit"",""static unit""]",0
"Statcoulomb is also known as","[""electrostatic unit (esu)"",""electron volt"",""electron unit"",""static unit""]",0
"An isolated body under normal condition is always","[""neutral"",""positively charged"",""negatively charged"",""ionized""]",0
"What is the charge magnitude, Q of a body if it lacks 5 electrons?","[""5 x 10^-19 Coulomb"",""5 Coulomb"",""8 x 10^-19 Coulomb"",""19 x 10^-19 Coulomb""]",2
"The net movement of charged particles in one direction or another.","[""flow"",""current"",""drift current"",""diffusion current""]",1
"The rate at which electrons pass a given point in the circuit gives the magnitude of","[""electron current"",""magnetic current"",""drift current"",""diffusion current""]",0
"The unit of current.","[""Ampere"",""Ampere\/sec."",""Ampere-sec."",""Ampere-hr.""]",0
"The unit Ampere is equivalent to","[""one Coulomb\/second"",""one Coulomb\/min"",""one Joule\/sec"",""one Joule\/min""]",0
"When one coulomb of electric charge continuously passes a given point every second, the electric current is said to","[""1 \u00b5A"",""1 mA"",""1 A"",""10 A""]",2
"One ampere is equal to how many electrons per second?","[""1 x 10^18 electrons\/sec."",""1 x 10^19 electrons\/sec."",""6.25 x 10^18 electrons\/sec."",""6.25 x 10^19 electrons\/sec.""]",3
"The bigger the diameter of a wire,","[""more current can pass"",""less current can pass"",""more heat is generated when current flow"",""the higher is the electrical resistance""]",0
"If in a material, current can hardly pass, it means","[""the material is very hard"",""the material is very soft"",""the material has high resistance"",""the material has less resistance""]",2
"The greater the diameter of a wire, the _______ is the resistance.","[""greater"",""lesser"",""harder"",""bigger""]",1
"The longer the wire the ________ is the resistance","[""higher"",""lesser"",""harder"",""smaller""]",0
"If a conductor’s cross-sectional area is doubled and its length is halved, the value of its resistance will","[""double"",""quadruple"",""decrease by a factor of two"",""decrease by a factor of four""]",3
"The amount of resistance that a wire has with regards to the flow of electric current","[""is less for a conductor than for an insulator"",""is less for an insulator than for a semiconductor"",""is less for a semiconductor than for a conductor"",""is high for a semiconductor than for an insulator""]",0
"The area of a conductor whose diameter is 0.001 inch is equal to","[""one angstrom"",""one circular mil"",""one micron"",""one steradian""]",1
"Determine the resistivity of the wire.","[""10^-2 \u2126-m"",""10^-3 \u2126-m"",""10^-4 \u2126-m"",""10^-5 \u2126-m""]",2
"the reciprocal of resistance","[""permeance"",""elastance"",""inductance"",""conductance""]",3
"The science of physical phenomena at very low temperature, approaching absolute zero is called ________.","[""cryptanalysis"",""cybernetics"",""temperature inversion"",""cryogenics""]",3
"What happens in the resistance of copper wire when its temperature is raised?","[""decreased"",""steady"",""increased"",""zero""]",2
"A wire has a resistance of 5Ω at room temperature and a temperature coefficient α = 4 x 10^-3/°C, calculate the wire resistance at 75°C.","[""8.925 \u2126"",""7.925 \u2126"",""6.925 \u2126"",""6.050 \u2126""]",3
"The temperature coefficient of resistance of a certain wire is known to be 0.004/°C at zero degrees Celsius. What would be the temperature coefficient at room temperature?","[""0.00018\/\u00b0C"",""0.00036\/\u00b0C"",""0.00180\/\u00b0C"",""0.00360\/\u00b0C""]",3
"________ is one factor that does not affect resistance.","[""Cross sectional area"",""Resistivity"",""Mass"",""Length""]",2
"Why is the resistance of a conductor different for RF current than for DC?","[""Because of skin effect"",""Because conductors are non-linear devices"",""Because the insulation conducts current at radio frequency"",""Because of the Heisenberg effect""]",0
"The ability of a material to resist current flow is called “resistance”. What is (are) the factor(s) that affect its value?","[""temperature"",""length &amp; cross-sectional area"",""atomic structure"",""all of these""]",3
"Find the charge in coulombs of dielectric that has a positive charge of 14.5 x 10 to the 18th power protons.","[""29 x 10 to the 16th Coulombs"",""14.5 x 10 to the 16th Coulombs"",""14.5 x 10 to the 18th Coulombs"",""29 x 10 to the 18th Coulombs""]",2
"Electron volt (eV) is a unit of","[""power"",""energy"",""magnetic field"",""magnetic force""]",1
"One electron volt (eV) is equivalent to","[""1.0 watt-sec"",""1.6 x 10^-19 watt-sec"",""1.0 Joule"",""1.6 x 10^-19 Joules""]",3
"distance between them?","[""Coulomb\u2019s first law"",""Coulomb\u2019s second law"",""Coulomb\u2019s third law"",""Coulomb\u2019s law or law of electrostatics""]",3
"What is the law whereby the force of attraction and repulsion between poles is inversely proportional to the square of the distance between them?","[""Newton\u2019s first law"",""Newton\u2019s second law"",""Norton\u2019s law"",""Coulomb\u2019s second law""]",3
"Is usually used to detect the presence of electric charge.","[""experimental charge"",""unit charge"",""dipole"",""test charge""]",3
"Test charge has a charge of","[""0 Coulomb"",""+1 Coulomb"",""-1 Coulomb"",""Infinity""]",1
"Three charges of +5 C, -6 C and +7 C are placed inside a sphere, what is the total charge of the sphere?","[""+5 Coulomb"",""-6 Coulomb"",""-7 Coulomb"",""+6 Coulomb""]",3
"A combination of two charges, with equal charge magnitude but opposite signs.","[""magnetic dipole"",""static dipole"",""dynamic dipole"",""electric dipole""]",3
"The space outside or surrounding an electric charge where it has a force of attraction or repulsion.","[""Electric field"",""Magnetic field"",""Electromagnetic field"",""Electric flux""]",0
"Refers to a force of field that exists between ions where they either repel or attract each other.","[""Resisting field"",""Potential field"",""Dielectric"",""Electromotive""]",3
"The imaginary lines representing the electric field.","[""Electric field"",""Electric flux"",""Electric flux density"",""Electric lines of force""]",3
"What is true in visualizing electric field lines of force from a charge body?","[""Field lines are continuous curve and they never intersect."",""The spacing between these lines increases as they get far from the charged body."",""The number of field lines is directly proportional to the magnitude of the electric field."",""All of the above.""]",3
"What do you call the total number of electric lines of force in an electric field?","[""Electric field"",""Electric flux"",""Electric flux density"",""Electric lines of force""]",1
"The number of lines per unit area in a plane perpendicular to the electric lines of force.","[""Electric field"",""Electric flux"",""Electric flux density"",""Electric lines of force""]",2
"Electric lines of force leave and enter the charge surface at what angle?","[""15\u00b0"",""30\u00b0"",""45\u00b0"",""90\u00b0""]",3
"Find the dielectric constant of air.","[""approximately 1"",""approximately 0"",""approximately 2"",""approximately 4""]",0
"Electric field intensity is measured in terms of","[""Volts\/meter"",""Newtons\/meter"",""Watts\/meter"",""Amperes\/meter""]",0
"Electric field intensity is","[""a scalar quantity"",""a vector quantity"",""an absolute value"",""a relative value""]",1
"Electric flux is a/an ________ quantity.","[""scalar"",""vector"",""absolute"",""relative""]",0
"Electric flux density is a/an ________ quantity.","[""scalar"",""vector"",""absolute"",""relative""]",1
"Three charges of +5 C, -6 C, and +7 C are inside a sphere, what is the total electric flux passing through the surface of the sphere?","[""5 Coulombs"",""6 Coulombs"",""7 Coulombs"",""8 Coulombs""]",1
"An electric charge produces a total electric field of 6 Coulombs, calculate the electric flux density in an area of one square meter (1m2).","[""1 C\/m^2"",""2 C\/m^2"",""4 C\/m^2"",""6 C\/m^2""]",3
"The measure of density of the electric charge","[""Electric gradient"",""Electric current"",""Electric charge"",""Electric potential""]",3
"The ability of the material to store electrical potential energy under the influence of an electric field.","[""capacity"",""permeability"",""permittivity"",""conductivity""]",2
"The absolute permittivity of air or free space.","[""1\/36\u03c0 x 10^-9 F\/m"",""36\u03c0 x 10^-9 F\/m"",""1\/36\u03c0 x 10^-19 F\/m"",""36\u03c0 x 10^-19 F\/m""]",0
"The relative permittivity of air.","[""0"",""1"",""1\/36\u03c0 x 10^-9 F\/m"",""8.854 x 10^-12 F\/m""]",1
"Calculate the permittivity of a material with relative permittivity of 5.","[""8.854 x 10^-11 F\/m"",""4.42 x 10^-11 F\/m"",""1\/36\u03c0 x 10^-9 F\/m"",""8.854 x 10^-12 F\/m""]",1
"What is the term used to express the amount of electrical energy stored in an electrostatic field?","[""Volts"",""Watts"",""Coulombs"",""Joules""]",3
"How does permittivity affect electric field intensity?","[""It causes the field intensity to increase."",""It causes the field intensity to decrease."",""It causes the field intensity to fluctuate up and down."",""It has no effect on field intensity.""]",1
"Relative permittivity is also known as","[""dielectric constant"",""dielectric strength"",""isolation strength"",""permeability""]",0
"Most materials’ relative permittivity lies between","[""0.01 \u2013 1"",""1 \u2013 10"",""10 \u2013 50"",""50 \u2013 100""]",1
"Charge body at rest is said to exhibit electric field, which interacts with other bodies. The study of this phenomena is known as","[""electricity"",""electrostatics"",""electromagnetism"",""field interactions""]",1
"The basic law for interaction of charged bodies at rest.","[""Charged law"",""Gauss\u2019 law"",""Faraday\u2019s law"",""Coulomb\u2019s law""]",3
"The force between the two electrically charged body is called","[""electromotive force"",""electrostatic force"",""electromagnetic force"",""magnetic force""]",1
"The force between two electrically charged body is","[""directly proportional to the charge"",""inversely proportional to the charge"",""not affected by the charge"",""universally constant""]",0
"In 1784, who demonstrated that the force between charges is inversely related to the square of the distance between them?","[""Maxwell"",""Gauss"",""Tesla"",""Coulomb""]",3
"Determine the force in Newton between 4μC charges separated by 0.1 meter in air.","[""1.44 N"",""14.4 N"",""144 N"",""1440 N""]",1
"What will happen when two opposite charges get closer?","[""repels less"",""attracts less"",""repels more"",""attracts more""]",3
"The value of k in Coulomb’s electrostatic force equation ( F = kQ1Q2/r^2 ) is oftentimes expressed as 1/4πεο. What is εο?","[""absolute permeability"",""absolute permittivity"",""relative permeability"",""relative permittivity""]",1
"The measure of electric field strength per unit length is known as electric field intensity or simply electric intensity. What is its unit?","[""Volt\/meter (V\/m)"",""Joules\/Coulomb-meter (J\/Cm)"",""Newton\/Coulomb (N\/C)"",""All of the above""]",3
"Calculate the electric field intensity 10cm from a charge Q = 5nC.","[""450 N\/C"",""900 N\/C"",""4.5 x 10^3 N\/C"",""9.0 x 10^3 N\/C""]",2
"Determine the magnitude of the electric field inside a sphere that encloses a net charge of 2 μC.","[""0 (zero)"",""9 x 10^7 N\/C"",""1.8 x 10^8 N\/C"",""infinite""]",0
"Calculate the total electric field at the surface of a sphere of radius r = 1cm, and enclosing a net charge of 2 μC.","[""0 (zero)"",""9 x 10^7 N\/C"",""1.8 x 10^8 N\/C"",""infinite""]",2
"A 2nC point charge will produce what potential at 2 m away?","[""4.0 Volts"",""6.0 Volts"",""7.5 Volts"",""9.0 Volts""]",3
"A charged body in free space produces 10-V potential at a distance 25 cm away. What will be the potential at 50 cm away?","[""5.0 Volts"",""7.5 Volts"",""10.0 Volts"",""15.0 Volts""]",0
